Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,intense;blind;raw;sudden;deep;boiling;righteous;suppressed;explosive;quiet
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Social Relationships,stranger,mysterious;friendly;dangerous;unknown;passing;helpful;suspicious;foreign;wandering;enigmatic
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Social Relationships,stranger,mysterious;dangerous;helpful;unknown;friendly;suspicious;passing;foreign;intriguing;wary
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Social Relationships,stranger,mysterious;unknown;friendly;dangerous;passing;foreign;helpful;suspicious;wandering;anonymous
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Social Relationships,stranger,mysterious;helpful;dangerous;unknown;friendly;suspicious;passing;foreign;intimidating;wandering
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;floating;distant;upper;soaring;celestial;prominent
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;celestial;upper;floating;distant;lofty;aerial
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;upper;celestial;dominant;floating;airy;supreme
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;uppermost;distant;lofty;prominent;soaring;exalted
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;uppermost;celestial;dominant;floating;aerial;supreme
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,back,rear;hidden;supporting;straight;aching;covered;lower;upper;muscular;injured
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,back,rear;hidden;supportive;aching;strong;curved;muscular;injured;straight;broad
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,back,rear;hidden;supportive;distant;strong;injured;lower;upper;aching;straight
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,back,rear;hidden;supportive;distant;strong;aching;covered;muscular;straight;arched
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,back,rear;hidden;supportive;distant;lower;secondary;muscular;straight;aching;covered
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,below,lower;underground;submerged;inferior;hidden;deep;sunken;beneath;sublevel;downward
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,below,underground;lower;submerged;inferior;deep;hidden;sunken;beneath;dark;foundational
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,below,low;underground;inferior;submerged;hidden;deep;lower;sunken;beneath;dark
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,below,low;underground;inferior;submerged;hidden;deep;beneath;sunken;lower;obscured
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,below,lower;underground;submerged;inferior;hidden;deep;beneath;sunken;subordinate;foundational
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,east,rising;distant;coastal;eastern;sunny;remote;urban;forested;ancient;windswept
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,east,rising;oriental;distant;sunny;coastal;ancient;far;directional;exotic;eastern
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;eastern;remote;ancient;windswept;fertile;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;eastern;remote;ancient;windswept;fertile;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,east,rising;distant;coastal;eastern;sunny;remote;ancient;forested;urban;misty
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,front,forward;main;leading;visible;decorative;battle;open;prominent;clean;stylish
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,front,forward;main;leading;visible;bold;defensive;prominent;straight;open;welcoming
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,front,forward;main;leading;visible;bold;direct;prominent;defensive;open;aggressive
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,front,forward;leading;visible;bold;main;exposed;prominent;defensive;stylish;direct
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,front,forward;main;leading;visible;bold;direct;prominent;defensive;open;staged
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,inside,inner;hidden;cozy;secure;warm;private;enclosed;deep;protected;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,inside,inner;hidden;cozy;secure;enclosed;private;warm;secret;internal;protected
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,inside,inner;hidden;cozy;secure;warm;private;enclosed;deep;protected;intimate
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,inside,inner;hidden;cozy;protected;secret;warm;enclosed;private;deep;secure
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,inside,inner;hidden;cozy;protected;enclosed;secret;warm;detailed;core;intimate
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,left,abandoned;forgotten;unused;western;isolated;empty;shadowy;neglected;quiet;overgrown
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,left,abandoned;forgotten;liberal;directional;unused;solitary;overlooked;vacant;isolated;neglected
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,left,abandoned;forgotten;western;unused;stray;isolated;remaining;odd;peripheral;shadowy
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,left,abandoned;western;unused;free;neglected;open;solitary;distant;shadowy;vacant
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,left,abandoned;western;unused;forgotten;liberal;remaining;solitary;isolated;vacant;overlooked
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,north,frozen;polar;windy;remote;forested;ancient;rugged;cold;vast;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,north,frozen;polar;distant;cold;directional;northern;remote;arctic;star;compass
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,north,frozen;polar;distant;windy;northern;remote;cold;forested;ancient;rugged
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,north,frozen;polar;distant;windy;northern;remote;ancient;rugged;cold;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,north,frozen;polar;northern;remote;windy;forested;ancient;rugged;cold;vast
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,outside,external;cold;bright;exposed;rural;urban;wet;open;distant;unprotected
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,outside,external;cold;bright;exposed;outdoor;distant;fresh;rural;visible;unprotected
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,outside,external;cold;bright;exposed;vast;rainy;open;distant;unfamiliar;harsh
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,outside,external;cold;visible;open;exposed;fresh;distant;rural;urban;welcoming
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,outside,external;open;chilly;visible;distant;surrounding;exposed;rural;fresh;perimeter
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,right,correct;eastern;proper;immediate;absolute;moral;straight;legal;inherent;fundamental
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,right,correct;conservative;directional;proper;straight;legal;accurate;moral;immediate;justified
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,right,correct;moral;proper;legal;straight;dominant;accurate;ethical;immediate;absolute
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,right,correct;eastern;proper;accurate;dominant;lawful;straight;moral;precise;justified
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,right,correct;eastern;proper;accurate;conservative;straight;lawful;immediate;dominant;justified
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,south,warm;tropical;coastal;humid;remote;urban;ancient;windy;vast;sunny
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,south,warm;tropical;directional;southern;distant;sunny;coastal;humid;equatorial;balmy
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,south,warm;tropical;southern;humid;distant;coastal;sunny;fertile;remote;exotic
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,south,warm;tropical;distant;southern;humid;ancient;coastal;fertile;sunny;exotic
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,south,warm;southern;tropical;humid;coastal;rural;ancient;windy;vast;sunny
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Spatial Concepts,west,wild;coastal;rugged;sunset;remote;golden;ancient;windy;vast;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Spatial Concepts,west,wild;setting;directional;western;remote;cowboy;coastal;frontier;golden;expansive
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Spatial Concepts,west,wild;setting;western;remote;rugged;coastal;golden;vast;frontier;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Spatial Concepts,west,wild;distant;western;rugged;sunset;remote;coastal;ancient;windy;mysterious
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Spatial Concepts,west,wild;western;remote;coastal;sunset;rugged;ancient;windy;vast;golden
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;forgotten;pivotal
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,century,past;current;upcoming;golden;dark;progressive;Victorian;medieval;modern;ancient
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;forgotten;pivotal
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;forgotten;pivotal
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;forgotten;pivotal
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,day,sunny;long;short;busy;lazy;clear;rainy;ordinary;special;endless
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,day,sunny;long;busy;short;rainy;ordinary;special;clear;exhausting;perfect
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,day,sunny;long;short;busy;lazy;clear;rainy;ordinary;special;endless
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,day,sunny;long;busy;short;rainy;ordinary;special;clear;exhausting;memorable
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,day,sunny;long;busy;short;rainy;ordinary;festive;clear;exhausting;memorable
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,evening,peaceful;cool;romantic;quiet;golden;busy;foggy;warm;festive;relaxing
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,evening,quiet;romantic;cool;long;peaceful;golden;busy;starry;relaxing;festive
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,evening,quiet;cool;romantic;long;peaceful;golden;busy;starry;relaxing;fading
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,evening,quiet;cool;romantic;long;peaceful;festive;dark;relaxing;warm;eventful
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,evening,quiet;cool;romantic;late;peaceful;golden;busy;starry;relaxing;festive
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,hour,early;late;final;golden;busy;quiet;fleeting;endless;productive;relaxing
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,hour,late;early;golden;final;busy;quiet;fleeting;long;productive;midnight
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,hour,late;early;final;golden;busy;quiet;fleeting;long;productive;dark
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,hour,late;early;long;short;golden;final;busy;quiet;productive;fleeting
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,hour,early;late;golden;final;busy;quiet;fleeting;long;productive;dark
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,minute,brief;final;tense;quiet;crucial;fleeting;exact;silent;dramatic;ordinary
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,minute,brief;final;tense;quiet;crucial;fleeting;last;precise;awkward;intense
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,minute,final;last;brief;crucial;ticking;silent;passing;exact;hurried;precise
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,minute,brief;final;crucial;quiet;tense;passing;exact;hurried;silent;decisive
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,minute,brief;final;crucial;quiet;tense;fleeting;early;last;precise;awkward
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,month,busy;festive;quiet;long;short;rainy;sunny;memorable;productive;challenging
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,month,busy;short;long;festive;quiet;final;upcoming;rainy;productive;memorable
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,month,long;short;busy;festive;quiet;rainy;sunny;final;upcoming;memorable
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,month,long;short;busy;festive;cold;warm;productive;uneventful;memorable;transitional
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,month,busy;short;long;festive;rainy;dry;final;early;memorable;quiet
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,morning,fresh;early;foggy;bright;crisp;lazy;hectic;sunny;cold;peaceful
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,morning,fresh;early;foggy;bright;crisp;lazy;sunny;hectic;cool;peaceful
grok-3-mini,english-monolingual,0.0,BN # Bengali,C1,most frequent,Time Concepts,morning,fresh;early;bright;foggy;crisp;lazy;sunny;hectic;cool;peaceful
grok-3-mini,english-monolingual,0.0,BN # Bengali,C2,most frequent,Time Concepts,morning,fresh;early;foggy;bright;crisp;lazy;sunny;hectic;cool;peaceful
grok-3-mini,english-monolingual,0.0,BN # Bengali,Perfect,most frequent,Time Concepts,morning,fresh;early;foggy;bright;chilly;routine;sunny;lazy;crisp;hectic
grok-3-mini,english-monolingual,0.0,BN # Bengali,B1,most frequent,Time Concepts,night,dark;starry;quiet;stormy;long;festive;chilly;endless;mysterious;warm
grok-3-mini,english-monolingual,0.0,BN # Bengali,B2,most frequent,Time Concepts,night,dark;starry;long;quiet;stormy;festive;sleepless;moonlit;chilly;mysterious
